"rules","support","confidence","coverage","lift","count"
"{herbs} => {root vegetables}",0.00849575212393803,0.515151515151515,0.0164917541229385,4.90865800865801,17
"{herbs} => {other vegetables}",0.0079960019990005,0.484848484848485,0.0164917541229385,2.44378291733455,16
"{herbs} => {whole milk}",0.00749625187406297,0.454545454545455,0.0164917541229385,1.77993239637075,15
"{pasta} => {whole milk}",0.00699650174912544,0.466666666666667,0.0149925037481259,1.82739726027397,14
"{soft cheese} => {whole milk}",0.00699650174912544,0.482758620689655,0.0144927536231884,1.89041095890411,14
"{detergent} => {other vegetables}",0.00649675162418791,0.371428571428571,0.0174912543728136,1.87211227060094,13
"{detergent} => {whole milk}",0.0109945027486257,0.628571428571429,0.0174912543728136,2.46139222812413,22
"{semi-finished bread} => {other vegetables}",0.00649675162418791,0.333333333333333,0.0194902548725637,1.68010075566751,13
"{semi-finished bread} => {whole milk}",0.00699650174912544,0.358974358974359,0.0194902548725637,1.40569020021075,14
"{flour} => {whole milk}",0.00849575212393803,0.515151515151515,0.0164917541229385,2.01725671588685,17
"{baking powder} => {other vegetables}",0.00749625187406297,0.454545454545455,0.0164917541229385,2.29104648500114,15
"{baking powder} => {whole milk}",0.00849575212393803,0.515151515151515,0.0164917541229385,2.01725671588685,17
"{processed cheese} => {other vegetables}",0.00749625187406297,0.394736842105263,0.0189905047476262,1.98959300013257,15
"{processed cheese} => {whole milk}",0.00849575212393803,0.447368421052632,0.0189905047476262,1.75182820063858,17
"{canned fish} => {whole milk}",0.00649675162418791,0.393939393939394,0.0164917541229385,1.54260807685465,13
"{ice cream} => {whole milk}",0.00699650174912544,0.28,0.0249875062468766,1.09643835616438,14
"{misc. beverages} => {soda}",0.00899550224887556,0.36734693877551,0.024487756121939,2.2687074829932,18
"{misc. beverages} => {other vegetables}",0.00649675162418791,0.26530612244898,0.024487756121939,1.33722305042924,13
"{misc. beverages} => {whole milk}",0.00699650174912544,0.285714285714286,0.024487756121939,1.11881464914733,14
"{hard cheese} => {sausage}",0.00649675162418791,0.276595744680851,0.023488255872064,2.85292827374424,13
"{hard cheese} => {other vegetables}",0.00949525237381309,0.404255319148936,0.023488255872064,2.03756900155421,19
"{hard cheese} => {whole milk}",0.00999500249875063,0.425531914893617,0.023488255872064,1.66631969021943,20
"{cat food} => {yogurt}",0.00699650174912544,0.297872340425532,0.023488255872064,2.00014279594459,14
"{cat food} => {other vegetables}",0.00749625187406297,0.319148936170213,0.023488255872064,1.60860710649017,15
"{cat food} => {whole milk}",0.0104947526236882,0.446808510638298,0.023488255872064,1.7496356747304,21
"{specialty chocolate} => {other vegetables}",0.00899550224887556,0.260869565217391,0.0344827586206897,1.31486146095718,18
"{butter milk} => {yogurt}",0.00849575212393803,0.293103448275862,0.0289855072463768,1.96812080536913,17
"{butter milk} => {other vegetables}",0.0109945027486257,0.379310344827586,0.0289855072463768,1.91183879093199,22
"{butter milk} => {whole milk}",0.0114942528735632,0.396551724137931,0.0289855072463768,1.55283757338552,23
"{ham} => {yogurt}",0.00699650174912544,0.25,0.0279860069965017,1.67869127516779,14
"{ham} => {other vegetables}",0.0109945027486257,0.392857142857143,0.0279860069965017,1.98011874775099,22
"{ham} => {whole milk}",0.0104947526236882,0.375,0.0279860069965017,1.46844422700587,21
"{meat} => {soda}",0.00749625187406297,0.25,0.0299850074962519,1.54398148148148,15
"{meat} => {other vegetables}",0.0109945027486257,0.366666666666667,0.0299850074962519,1.84811083123426,22
"{meat} => {whole milk}",0.0114942528735632,0.383333333333333,0.0299850074962519,1.50107632093933,23
"{frozen meals} => {yogurt}",0.00999500249875063,0.294117647058824,0.0339830084957521,1.9749309119621,20
"{frozen meals} => {other vegetables}",0.00849575212393803,0.25,0.0339830084957521,1.26007556675063,17
"{frozen meals} => {whole milk}",0.0139930034982509,0.411764705882353,0.0339830084957521,1.61240934730056,28
"{candy} => {chocolate}",0.0079960019990005,0.253968253968254,0.0314842578710645,4.16549570647931,16
"{candy} => {soda}",0.00999500249875063,0.317460317460317,0.0314842578710645,1.96061140505585,20
"{candy} => {other vegetables}",0.00899550224887556,0.285714285714286,0.0314842578710645,1.44008636200072,18
"{hygiene articles} => {whole milk}",0.0124937531234383,0.409836065573771,0.0304847576211894,1.60485707869494,25
"{UHT-milk} => {bottled water}",0.00949525237381309,0.27536231884058,0.0344827586206897,2.57476635514019,19
"{UHT-milk} => {soda}",0.00949525237381309,0.27536231884058,0.0344827586206897,1.70061728395062,19
"{UHT-milk} => {yogurt}",0.00999500249875063,0.289855072463768,0.0344827586206897,1.94630872483221,20
"{UHT-milk} => {other vegetables}",0.0114942528735632,0.333333333333333,0.0344827586206897,1.68010075566751,23
"{grapes} => {other vegetables}",0.0124937531234383,0.384615384615385,0.0324837581209395,1.93857779500097,25
"{grapes} => {whole milk}",0.0109945027486257,0.338461538461538,0.0324837581209395,1.32536504591299,22
"{oil} => {root vegetables}",0.00899550224887556,0.290322580645161,0.0309845077461269,2.76635944700461,18
"{oil} => {other vegetables}",0.0139930034982509,0.451612903225806,0.0309845077461269,2.27626553993662,28
"{oil} => {whole milk}",0.0139930034982509,0.451612903225806,0.0309845077461269,1.76844896155546,28
"{sliced cheese} => {yogurt}",0.0104947526236882,0.368421052631579,0.0284857571214393,2.47386082656305,21
"{sliced cheese} => {other vegetables}",0.0119940029985007,0.421052631578947,0.0284857571214393,2.12223253347474,24
"{sliced cheese} => {whole milk}",0.0124937531234383,0.43859649122807,0.0284857571214393,1.71747862807704,25
"{onions} => {citrus fruit}",0.0079960019990005,0.271186440677966,0.0294852573713143,3.41285577230572,16
"{onions} => {bottled water}",0.00749625187406297,0.254237288135593,0.0294852573713143,2.37723744653889,15
"{onions} => {tropical fruit}",0.0079960019990005,0.271186440677966,0.0294852573713143,2.51224105461394,16
"{onions} => {root vegetables}",0.00949525237381309,0.322033898305085,0.0294852573713143,3.06852300242131,19
"{onions} => {yogurt}",0.0079960019990005,0.271186440677966,0.0294852573713143,1.82095324763963,16
"{onions} => {other vegetables}",0.0164917541229385,0.559322033898305,0.0294852573713143,2.81915211544209,33
"{onions} => {whole milk}",0.0134932533733133,0.457627118644068,0.0294852573713143,1.79199973465123,27
"{salty snack} => {soda}",0.0114942528735632,0.2875,0.0399800099950025,1.7755787037037,23
"{sugar} => {soda}",0.00949525237381309,0.267605633802817,0.0354822588705647,1.65271257172666,19
"{sugar} => {other vegetables}",0.0124937531234383,0.352112676056338,0.0354822588705647,1.77475431936708,25
"{sugar} => {whole milk}",0.0154922538730635,0.436619718309859,0.0354822588705647,1.70973787933078,31
"{dessert} => {shopping bags}",0.0104947526236882,0.287671232876712,0.0364817591204398,2.72810491462702,21
"{dessert} => {soda}",0.0114942528735632,0.315068493150685,0.0364817591204398,1.94583967529173,23
"{dessert} => {yogurt}",0.0104947526236882,0.287671232876712,0.0364817591204398,1.93164475498759,21
"{dessert} => {other vegetables}",0.0129935032483758,0.356164383561644,0.0364817591204398,1.79517614989131,26
"{dessert} => {whole milk}",0.0144927536231884,0.397260273972603,0.0364817591204398,1.5556121491569,29
"{cream cheese} => {rolls/buns}",0.0104947526236882,0.253012048192771,0.0414792603698151,1.40242966325134,21
"{cream cheese} => {other vegetables}",0.0129935032483758,0.313253012048193,0.0414792603698151,1.57888986677187,26
"{cream cheese} => {whole milk}",0.0169915042478761,0.409638554216867,0.0414792603698151,1.60408365359677,34
"{berries} => {whipped/sour cream}",0.0114942528735632,0.319444444444444,0.0359820089955023,4.73487654320988,23
"{berries} => {soda}",0.00899550224887556,0.25,0.0359820089955022,1.54398148148148,18
"{berries} => {yogurt}",0.0119940029985007,0.333333333333333,0.0359820089955023,2.23825503355705,24
"{berries} => {other vegetables}",0.0124937531234383,0.347222222222222,0.0359820089955022,1.75010495382032,25
"{berries} => {whole milk}",0.0124937531234383,0.347222222222222,0.0359820089955022,1.35967058056099,25
"{long life bakery product} => {soda}",0.0104947526236882,0.265822784810127,0.039480259870065,1.64170182841069,21
"{long life bakery product} => {yogurt}",0.0129935032483758,0.329113924050633,0.039480259870065,2.20992269136012,26
"{long life bakery product} => {other vegetables}",0.0109945027486257,0.278481012658228,0.039480259870065,1.40362847941842,22
"{long life bakery product} => {whole milk}",0.0139930034982509,0.354430379746835,0.039480259870065,1.38789665337264,28
"{hamburger meat} => {other vegetables}",0.0174912543728136,0.460526315789474,0.0379810094952524,2.321191833488,35
"{hamburger meat} => {whole milk}",0.0164917541229385,0.434210526315789,0.0379810094952524,1.70030384179627,33
"{white bread} => {soda}",0.00999500249875063,0.253164556962025,0.039480259870065,1.56352555086732,20
"{white bread} => {other vegetables}",0.0139930034982509,0.354430379746835,0.039480259870065,1.78643624653254,28
"{white bread} => {whole milk}",0.0164917541229385,0.417721518987342,0.039480259870065,1.63573534147489,33
"{coffee} => {whole milk}",0.0174912543728136,0.343137254901961,0.0509745127436282,1.3436744560838,35
"{waffles} => {soda}",0.0119940029985007,0.263736263736264,0.0454772613693153,1.62881562881563,24
"{waffles} => {other vegetables}",0.0114942528735632,0.252747252747253,0.0454772613693153,1.27392255100064,23
"{waffles} => {whole milk}",0.0134932533733133,0.296703296703297,0.0454772613693153,1.16184598180684,27
"{chicken} => {root vegetables}",0.0144927536231884,0.295918367346939,0.0489755122438781,2.81967930029155,29
"{chicken} => {rolls/buns}",0.0124937531234383,0.255102040816327,0.0489755122438781,1.41401435920629,25
"{chicken} => {other vegetables}",0.0214892553723138,0.438775510204082,0.0489755122438781,2.21156119878682,43
"{chicken} => {whole milk}",0.0194902548725637,0.397959183673469,0.0489755122438781,1.55834897559807,39
"{margarine} => {yogurt}",0.0139930034982509,0.252252252252252,0.055472263868066,1.69381461998912,28
"{margarine} => {rolls/buns}",0.0154922538730635,0.279279279279279,0.055472263868066,1.54802725162836,31
"{margarine} => {other vegetables}",0.0174912543728136,0.315315315315315,0.055472263868066,1.5892844986044,35
"{margarine} => {whole milk}",0.0199900049975013,0.36036036036036,0.055472263868066,1.41111757550114,40
"{curd} => {yogurt}",0.0169915042478761,0.317757009345794,0.0534732633683158,2.13366367684877,34
"{curd} => {whole milk}",0.0264867566216892,0.495327102803738,0.0534732633683158,1.93962726557785,53
"{frozen vegetables} => {yogurt}",0.0144927536231884,0.29,0.0499750124937531,1.94728187919463,29
"{frozen vegetables} => {other vegetables}",0.0184907546226887,0.37,0.0499750124937531,1.86491183879093,37
"{frozen vegetables} => {whole milk}",0.0184907546226887,0.37,0.0499750124937531,1.44886497064579,37
"{chocolate} => {soda}",0.015992003998001,0.262295081967213,0.0609695152423788,1.61991499696418,32
"{chocolate} => {whole milk}",0.0224887556221889,0.368852459016393,0.0609695152423788,1.44437137082545,45
"{beef} => {root vegetables}",0.0174912543728136,0.299145299145299,0.0584707646176912,2.85042735042735,35
"{beef} => {other vegetables}",0.0254872563718141,0.435897435897436,0.0584707646176912,2.19705483433443,51
"{beef} => {whole milk}",0.024487756121939,0.418803418803419,0.0584707646176912,1.63997190024587,49
"{butter} => {yogurt}",0.0154922538730635,0.287037037037037,0.0539730134932534,1.92738627889635,31
"{butter} => {other vegetables}",0.0219890054972514,0.407407407407407,0.0539730134932534,2.05345647914917,44
"{butter} => {whole milk}",0.0259870064967516,0.481481481481481,0.0539730134932534,1.88540987171124,52
"{brown bread} => {other vegetables}",0.0194902548725637,0.302325581395349,0.0644677661169415,1.52381231327983,39
"{brown bread} => {whole milk}",0.0279860069965017,0.434108527131783,0.0644677661169415,1.69990442816183,56
"{frankfurter} => {rolls/buns}",0.0179910044977511,0.288,0.0624687656171914,1.59636565096953,36
"{frankfurter} => {other vegetables}",0.0189905047476262,0.304,0.0624687656171914,1.53225188916877,38
"{frankfurter} => {whole milk}",0.0259870064967516,0.416,0.0624687656171914,1.62899412915851,52
"{pork} => {root vegetables}",0.0169915042478761,0.283333333333333,0.0599700149925037,2.6997619047619,34
"{pork} => {other vegetables}",0.0254872563718141,0.425,0.0599700149925037,2.14212846347607,51
"{pork} => {whole milk}",0.0254872563718141,0.425,0.0599700149925037,1.66423679060665,51
"{domestic eggs} => {yogurt}",0.015992003998001,0.258064516129032,0.0619690154922539,1.73284260662481,32
"{domestic eggs} => {other vegetables}",0.0239880059970015,0.387096774193548,0.0619690154922539,1.9510847485171,48
"{domestic eggs} => {whole milk}",0.0249875062468766,0.403225806451613,0.0619690154922539,1.57897228710309,50
"{newspapers} => {rolls/buns}",0.0209895052473763,0.260869565217391,0.0804597701149425,1.44598337950139,42
"{newspapers} => {other vegetables}",0.0239880059970015,0.298136645962733,0.0804597701149425,1.50269881252249,48
"{newspapers} => {whole milk}",0.0249875062468766,0.31055900621118,0.0804597701149425,1.21610287950797,50
"{napkins} => {other vegetables}",0.0209895052473763,0.328125,0.063968015992004,1.6538491813602,42
"{napkins} => {whole milk}",0.023488255872064,0.3671875,0.063968015992004,1.43785163894325,47
"{fruit/vegetable juice} => {soda}",0.0194902548725637,0.274647887323944,0.0709645177411294,1.69620500782473,39
"{fruit/vegetable juice} => {yogurt}",0.0189905047476262,0.267605633802817,0.0709645177411295,1.79690897060214,38
"{fruit/vegetable juice} => {other vegetables}",0.0204897551224388,0.288732394366197,0.0709645177411294,1.45529854188101,41
"{fruit/vegetable juice} => {whole milk}",0.0279860069965017,0.394366197183099,0.0709645177411294,1.54427937487941,56
"{whipped/sour cream} => {root vegetables}",0.0169915042478761,0.251851851851852,0.0674662668665667,2.39978835978836,34
"{whipped/sour cream} => {yogurt}",0.0219890054972514,0.325925925925926,0.0674662668665667,2.18851603281133,44
"{whipped/sour cream} => {other vegetables}",0.0299850074962519,0.444444444444444,0.0674662668665667,2.24013434089001,60
"{whipped/sour cream} => {whole milk}",0.0299850074962519,0.444444444444444,0.0674662668665667,1.74037834311807,60
"{pip fruit} => {tropical fruit}",0.0204897551224388,0.280821917808219,0.0729635182408796,2.60150304414003,41
"{pip fruit} => {rolls/buns}",0.0184907546226887,0.253424657534247,0.0729635182408796,1.40471673054301,37
"{pip fruit} => {other vegetables}",0.0314842578710645,0.431506849315068,0.0729635182408796,2.17492495082985,63
"{pip fruit} => {whole milk}",0.0269865067466267,0.36986301369863,0.0729635182408796,1.44832855266332,54
"{citrus fruit} => {yogurt}",0.0219890054972514,0.276729559748428,0.0794602698650675,1.85817399012283,44
"{citrus fruit} => {other vegetables}",0.0289855072463768,0.364779874213836,0.0794602698650675,1.83860082695689,58
"{citrus fruit} => {whole milk}",0.0309845077461269,0.389937106918239,0.0794602698650675,1.52693571613189,62
"{pastry} => {other vegetables}",0.024487756121939,0.255208333333333,0.095952023988006,1.28632714105793,49
"{pastry} => {whole milk}",0.0409795102448776,0.427083333333333,0.095952023988006,1.67239481409002,82
"{sausage} => {rolls/buns}",0.0294852573713143,0.304123711340206,0.0969515242378811,1.68573835565582,59
"{sausage} => {other vegetables}",0.0314842578710645,0.324742268041237,0.096951524237881,1.63679918979979,63
"{sausage} => {whole milk}",0.0289855072463768,0.298969072164948,0.0969515242378811,1.17071842153045,58
"{shopping bags} => {soda}",0.0274862568715642,0.260663507109005,0.105447276361819,1.60983851149728,55
"{shopping bags} => {whole milk}",0.0274862568715642,0.260663507109005,0.105447276361819,1.02071952588086,55
"{bottled water} => {whole milk}",0.0314842578710645,0.294392523364486,0.106946526736632,1.15279733708872,63
"{tropical fruit} => {yogurt}",0.031984007996002,0.296296296296296,0.107946026986507,1.98956002982849,64
"{tropical fruit} => {other vegetables}",0.039480259870065,0.365740740740741,0.107946026986507,1.84344388469074,79
"{tropical fruit} => {whole milk}",0.0409795102448776,0.37962962962963,0.107946026986507,1.48657316808002,82
"{root vegetables} => {other vegetables}",0.0449775112443778,0.428571428571429,0.104947526236882,2.16012954300108,90
"{root vegetables} => {whole milk}",0.0449775112443778,0.428571428571429,0.104947526236882,1.678221973721,90
"{yogurt} => {rolls/buns}",0.0379810094952524,0.25503355704698,0.148925537231384,1.41363475803603,76
"{yogurt} => {other vegetables}",0.0454772613693153,0.305369127516779,0.148925537231384,1.5391527056954,91
"{yogurt} => {whole milk}",0.0529735132433783,0.355704697986577,0.148925537231384,1.39288669407268,106
"{rolls/buns} => {other vegetables}",0.0464767616191904,0.257617728531856,0.180409795102449,1.29847122113915,93
"{rolls/buns} => {whole milk}",0.0529735132433783,0.293628808864266,0.180409795102449,1.14980674469158,106
"{other vegetables} => {whole milk}",0.0794602698650675,0.400503778337531,0.1984007996002,1.5683132298501,159
"{whole milk} => {other vegetables}",0.0794602698650675,0.311154598825832,0.255372313843078,1.5683132298501,159
"{grapes,other vegetables} => {whole milk}",0.00649675162418791,0.52,0.0124937531234383,2.03624266144814,13
"{grapes,whole milk} => {other vegetables}",0.00649675162418791,0.590909090909091,0.0109945027486257,2.97836043050149,13
"{oil,other vegetables} => {whole milk}",0.00649675162418791,0.464285714285714,0.0139930034982509,1.81807380486441,13
"{oil,whole milk} => {other vegetables}",0.00649675162418791,0.464285714285714,0.0139930034982509,2.34014033825117,13
"{sliced cheese,yogurt} => {whole milk}",0.00699650174912544,0.666666666666667,0.0104947526236882,2.6105675146771,14
"{sliced cheese,whole milk} => {yogurt}",0.00699650174912544,0.56,0.0124937531234383,3.76026845637584,14
"{citrus fruit,onions} => {other vegetables}",0.00649675162418791,0.8125,0.0079960019990005,4.09524559193955,13
"{onions,other vegetables} => {citrus fruit}",0.00649675162418791,0.393939393939394,0.0164917541229385,4.9576901086335,13
"{onions,tropical fruit} => {other vegetables}",0.00649675162418791,0.8125,0.0079960019990005,4.09524559193955,13
"{onions,other vegetables} => {tropical fruit}",0.00649675162418791,0.393939393939394,0.0164917541229385,3.64941077441077,13
"{onions,root vegetables} => {other vegetables}",0.00649675162418791,0.684210526315789,0.00949525237381309,3.44862786689646,13
"{onions,other vegetables} => {root vegetables}",0.00649675162418791,0.393939393939394,0.0164917541229385,3.75367965367965,13
"{onions,root vegetables} => {whole milk}",0.00649675162418791,0.684210526315789,0.00949525237381309,2.67926665980019,13
"{onions,whole milk} => {root vegetables}",0.00649675162418791,0.481481481481481,0.0134932533733133,4.58783068783069,13
"{onions,other vegetables} => {whole milk}",0.00999500249875063,0.606060606060606,0.0164917541229385,2.373243195161,20
